,Chat_msg,sent,sentiment
20176,m,,0
20177,me too  going to the beach within the next few hours,,0
20178,doing good fam just chillin over the sunday and u,,0
20179,how are u doing fam ,,0
20180,hello  ,,0
20181,hey,,0
20182,oh it s gonna be clean      ,,0
20183,no worries fam   feel free to ask,,0
20184,sweet appreciate the info  ,,0
20185,hopefully that art is clean,,0
20186,roles were handed for dao collabs   as long as youre guru master is staked youll be airdrop the talisman token,,1
20187,okay ty just wanted to make sure because i ve seen some roles handed out   don t wanna miss out,,0
20188,its gonna be magical  ,,1
20189,as long as it is stkaked udring the snapshot,,1
20190,im good im good rly interested in fabulosa,,0
20191,guru master holders will automatically get airdropped  ,,1
20192,hey,,0
20193,all those who filled up the form will be raffled and wl winners will be given the role over the weekend or earlier,,1
20194,have all talisman master roles been handed out cause i have a guru master,,0
20195,fine  and you,,0
20196,fabulosa    here,,0
20197,i filled the form how long it takes to get my wl,,1
20198,test,,0
20199,we,,0
20200,welcome everyone,,0
20201,hey,,0
20202,how are e,,0
20203,yo,,0
20204,hey from pengsol,,0
20205,yo,,0
20206,welcome,,0
20207,wats up,,0
20208,hey from pengsol,,0
20209,ok,,0
20210,gm,,0
20211,gm,,0
20212,thank you  ,,0
20213,if you got it kindly close the ticket  ,,0
20214,lfg,,1
20215,ok bro i got it thanks,,0
20216,   ,,0
20217,fam read me  ,,0
20218,i opened a ticket,,0
20219, ,,0
20220,here,,0
20221,hi,,0
20222,its in your dao server fam,,0
20223,bro u need feel the form,,0
20224,hi,,0
20225, hi where is the collab form i am from pengsol,,0
20226,hi,,0
20227,sup fam,,0
20228,hi everyone,,0
20229,hi,,0
20230,hi from pengsol,,0
20231,hi from yeahtigers,,0
20232,hi welcome,,0
20233,hi from yeah tiger,,0
20234,yupp,,0
20235,please check ,,0
20236,hi,,0
20237,will surely see  ,,0
20238,np mate if u need anything feel free to ask  ,,0
20239,okay thank u so much,,0
20240,hey fam wl is mostly for those that hold a master guru bohemian you can also win it through our twitter contests and giveaway or from selected dao that we gave spots to,,1
20241,hi from yeahtigers,,0
20242,how to get it,,0
20243,fabolusa wl,,1
20244,how to get wl,,1
20245,wassup everyone,,0
20246,gm,,0
20247,hi from yeah tigers,,0
20248,hi from yeah tigers,,0
20249,welcome yeah tigers,,0
20250,hi fromyeah tigers  ,,0
20251,hi from yeah tigers,,0
20252,gm fam,,0
20253,gm,,0
20254,thanks sir,,0
20255,welcome everyone,,0
20256,hi   ,,0
20257,woopwoop,,1
20258,tigers have landed welcome guys,,0
20259, ,,0
20260,sup,,0
20261,ty   ,,0
20262,welcome guys,,0
20263,h  from yeah tigers,,0
20264,gm,,0
20265,                   ,,0
20266,hahahah cute and creepy gif hahaha,,0
20267,just sunday chillin,,0
20268,hahahah awesome one     woop woop,,1
20269,gm,,0
20270,gm,,0
20271,welcome,,0
20272,hi from yeah tigers,,0
20273,not bad wbu,,0
20274,hey guys how you doin,,0
20275,yes  ,,0
20276,yeah,,0
20277,let s go,,1
20278,gm,,0
20279,hey guys a quick confirmation question talisman master role is guaranteed mint right,,1
20280,hi from yeah tigers,,0
20281,hello,,0
20282,welcome,,0
20283,hey from yeah tigers,,0
20284,welcome,,0
20285,gm everyone,,0
20286,hi from yeah tigers,,0
20287,morning,,0
20288,gm,,0
20289,oh,,0
20290,hey,,0
20291,yo,,0
20292,morning,,0
20293,thats very good  we are doing good,,0
20294,im doing good just chilin around  ,,0
20295,gm fam,,0
20296,am good and you,,0
20297,gm guys,,0
20298,fabulosa info here   ,,0
20299,whats up fam,,0
20300,hello,,0
20301,cool and calmhw are you doing,,0
20302,good mate and u,,0
20303,whats up,,0
20304,hello,,0
20305,thx,,0
20306,hi from yeah tigers,,0
20307,welcome to bohemia,,0
20308,hi from yeah tigers,,0
20309,gm everyone,,0
20310,hi from yeah tigers,,0
20311,im doing alright,,0
20312,we are doing well and you,,0
20313,thank you mate,,0
20314,whats up,,0
20315,hello mate,,0
20316,hello boss,,0
20317,and you,,0
20318,hope you have a good day,,0
20319,gm people,,0
20320,welcome everyone,,0
20321,in your daos server,,0
20322,hello,,0
20323,hii,,0
20324,thats great,,0
20325,yeah i got it,,0
20326,it should be in the server where you joined from,,0
20327,sup bros,,0
20328,gm,,0
20329,welcome yeah tigers glad to have you all here please take look at upcoming fabulosa here   and ,,1
20330,hi from year tigers  ,,0
20331,form will be sent out to selected daos and collabs pal  ,,0
20332,where is the form link,,0
20333,hi from yeah tigers,,0
20334,gm,,0
20335,hi from yeah tigers,,0
20336,hello from yeah tigers,,0
20337, ,,0
20338,woopwoop,,1
20339,   ,,0
20340,talisman test  ,,0
20341,have a nice weekend,,0
20342,hi guys,,0
20343,gm,,0
20344,hi,,0
20345,hi from yeah tigers,,0
20346,gm,,0
20347,crazy days ahead,,1
20348,as well as talisman airdrop and fabulosa mint,,1
20349,great thanks sir,,0
20350,we have bigbang coming ,,1
20351,newcomers get a guru master and lets join the fabulosa party,,1
20352,how is everyone doing,,0
20353,gm,,0
20354,all good thanks hbu,,0
20355,gm,,0
20356,awesome thanks fam,,1
20357,wassup sir how are you today,,0
20358,welcome yeah tigers,,0
20359,thanks you,,0
20360,whats up tigers,,0
20361,gm,,0
20362,hi from yeah tigers,,0
20363,hey everyone over from yeah tigers,,0
20364,hi from yeah tigers,,0
20365,hi from yeah tigers,,0
20366,hi from yeah tigers,,0
20367,gm,,0
20368,h,,0
20369,yo,,0
20370,welcome to bohemia pal  ,,0
20371,yoyoyo,,0
20372,                   ,,0
20373,gm,,0
20374,thanks,,0
20375,welcome to bohemia,,0
20376,hello from yeah tigers,,0
20377,gm,,0
20378,  ,,0
20379,  ,,0
20380,hey from yeah tigers,,0
20381,hi from yeah tigers  ,,0
20382,                   ,,0
20383,hey bro,,0
20384,hey from yeah tigers,,0
20385,hi,,0
20386,hey tigerssss,,0
20387,im not saying that anythings guaranteed but stuff that like could help,,0
20388,hi from yeah tigers,,0
20389,hi from yeah tigers,,0
20390,hi from yeah tigers,,0
20391,hi from teah tigers,,0
20392,hi from yeah tigers,,0
20393,hi from yeah tiger,,0
20394,hi,,0
20395,gm,,0
20396,really love the scope of this project hope you guys have checked out  if you are new pretty helpful indeed,,1
20397,gm,,0
20398,hey,,0
20399,one good twitter thread would be enough,,0
20400,yo,,0
20401,gm,,0
20402,welcome to bohemia,,0
20403,hi from chainmyth,,0
20404,check the new banner and post i mentioned you,,0
20405,yo,,0
20406,make some creative tweets and such stay active and helpful and good things might happen   ,,0
20407,hi,,0
20408,or i could just volunteer as a mod in here,,0
20409,okay well i was never a creator or artist but i really  want wl is that enough haha,,0
20410,welcome to bohemia,,0
20411,blessings on this sunday to all,,1
20412,churchdao,,0
20413,whats up,,0
20414,yo,,0
20415,gm,,0
20416,gm,,0
20417,gm bohemians,,0
20418,just in case you haven t or interested,,0
20419,gm,,0
20420,you read the info      ,,0
20421,cant  wait,,1
20422,congrats  ,,1
20423,wassup,,0
20424,providing some good contents for bohemia and showing that you really want the token will help you alot see ,,1
20425,hello,,0
20426,bohemiaaaaaaaaaa babayyyy lesss goo,,1
20427,mint fabulosa sure,,1
20428,oh lets goooo,,1
20429,hmm okay,,0
20430,sir,,0
20431,talisman master,,0
20432,purjo can i mint this,,1
20433,sorry friend but there will be more ways to get that talisman stay put ,,0
20434,yooo,,0
20435,is that a role,,0
20436,you already have the role i guess,,0
20437,i really wanna mint this,,1
20438,any idea how to get the wl,,1
20439,any other way to do so,,0
20440,oh fk too late i suppose,,0
20441, days and forthe snapshot i think  days remaining,,0
20442,can i make it in time,,1
20443,hi so  how many days will it take for my bohemia to evolve into guru master bohemia also how many days do we have remaining for the wl ticket distribution,,1
20444,gm,,0
20445,gm,,0
20446,good morning,,0
20447,gm,,0
20448,hey fam,,0
20449,oops i forgot to stake mine lmao,,0
20450,gg guys whats cookin,,0
20451,check out  and   for fabulosa,,0
20452,damn,,0
20453,welcome all to bohemia,,0
20454,thx you too ,,0
20455,enjoy the sunday today    ,,1
20456,gm brohos,,0
20457,gm everyone  ,,0
20458,hi,,0
20459,gm everyone,,0
20460,hi,,0
20461,gm,,0
20462,good day all,,0
20463,gm,,0
20464,yo,,0
20465,check   and   for fabulosa,,0
20466,welcome to bohemia,,0
20467,hi,,0
20468,yo,,0
20469,gm,,0
20470,wagmi,,1
20471,good day all welcome to bohemia,,1
20472,gm everyone,,0
20473,bro accept friend req,,0
20474,ok ok,,0
20475,trippin ape tribe,,0
20476,good morning i was missing you,,0
20477,asking what is meant by tat,,0
20478,good morning bohemians   happy sunday to you all  ,,0
20479,any degen plays today,,0
20480,wym,,0
20481,good morning,,0
20482,gm,,0
20483,yeahh,,0
20484,hello,,0
20485,hi,,0
20486,tat and who ,,0
20487,they just added tat for dao collab maybe bohemia too soon,,0
20488,gm,,0
20489,not buying anything until fabulosa and liberty square mint,,1
20490,i also love this,,1
20491,love this fabulosa,,1
20492,nada,,0
20493,av ,,0
20494,what you doing today,,0
20495,heyyo,,0
20496,hello bro,,0
20497,i try to hit the raids that don t have any bohos in it too,,0
20498,     ,,0
20499,but,,0
20500,i miss some raids,,0
20501,hoping they notice my tweets raid suggestions and activity in  and ,,0
20502,lets wait for the role x peeps hahaha i am waiting for you to be red lets see,,1
20503,i m now a raid master,,1
20504,whats up fam  ,,0
20505,also wen role x,,1
20506,hi,,0
20507,toooo farrr,,-1
20508,yo bro,,0
20509,yo,,0
20510,yes only  days left,,1
20511,lots of cool looking ones yeah cant wait to see them all,,1
20512,yes all are dope,,0
20513,lots of crazy looking traits,,0
20514, hello bro,,0
20515,i think thats a mythic one,,0
20516,all are nice but i like this most,,1
20517,thx  ,,0
20518,niceee,,0
20519,av ,,0
20520, ,,0
20521,yes sure sir,,0
20522,btw your name  what your wife brought,,0
20523,if i find some time for mobile games ill hit u up  ,,1
20524, ,,0
20525,hahah  ,,0
20526,yes sir,,0
20527,if you need any coc account tell i can gift you,,1
20528,so im gonna need u to call me sir from now,,0
20529,nice,,0
20530,haha  ,,0
20531,you are  years older than me,,0
20532,im ,,0
20533,but still on and off for yearssss,,0
20534,what is your age,,0
20535,taken plenty of breaks,,0
20536, ,,0
20537,yea ive been playing everquest since   ,,1
20538,i am playing from  it s damm difficult,,-1
20539,oh wow hardcore lol,,1
20540,i still play i have  all maxed out and level  clan,,1
20541,i have played clash before but not currently,,0
20542,welcome everyone,,0
20543,do you play coc ,,0
20544,play a ton of stuffbut tonight it was everquest,,0
20545,hello,,0
20546,yo,,0
20547,what game you play,,0
20548,awesome just got done gamingdoing a little web  research now,,1
20549,how is your weekend going,,0
20550,definitely,,0
20551,cant go wrong in bohemia  ,,1
20552,good sir  enjoying here,,0
20553,how u doin pumpkin boo bear,,0
20554,gm,,0
20555,just talking with new comers  ,,0
20556,oh thats nice,,0
20557,what uppppppp dj,,0
20558,hello sir,,0
20559,not really just one from school  ,,0
20560,little woopwoop circle just outside of town,,1
20561, ,,0
20562,we hanging out at the gates tonight,,0
20563,the lower one is sisig left is like a deep friend pork leg and calamari is on the right,,0
20564,haha you met any indians irl,,0
20565,oh damn hahaha,,0
20566,good morning,,0
20567,good morning,,0
20568,gm,,0
20569,looking delicious what these called,,1
20570,they both came to visit one is my friends gf and another was my ex lol,,0
20571,oh here,,0
20572,i will mint fabulosa just waiting for wl,,1
20573,they travelled there or staying in india,,0
20574,yo,,0
20575,ah of course india and cricket haha,,1
20576,looks like i just bough a bohemia yesterday at the bottom lmao,,0
20577,no not always today is sunday and i just came from stadium  cricket so i am feeling hungry,,0
20578,i really like the art,,1
20579,yes but i eat  times a day,,0
20580,both of them came to india lol,,0
20581,met actually  of them,,0
20582,thx but you haven t sent me pics yesterday,,-1
20583,yeah,,0
20584,lunch in  mins thats too early man,,1
20585,have a good lunch fam,,0
20586,just came from stadium,,0
20587,how you met them,,0
20588,good morning,,0
20589,i am going to have in around  mins,,0
20590,well a few real life and a lot online,,0
20591,just had my lunch and u,,0
20592,wtf really online friends or real life friends,,0
20593,badhiya bhai,,0
20594,oh nice i am from bhubaneswar,,0
20595,yes bro from new delhi and you ,,0
20596,oh you also from india,,0
20597,how are you today,,0
20598,guess what i have plenty of friends from ph as well,,0
20599,yes india   ,,1
20600,gm fma,,0
20601,im from philippines,,0
20602,damnn ive been seeing more and more fam from india  ,,0
20603,good morning guys,,0
20604,haha see matching minds,,0
20605,i am from india and you,,0
20606,relatively early,,0
20607,hahahah its not that bad where u from seems like were a bit close to each other,,0
20608, am lol dont judge,,0
20609,damnn what time is it over yours,,1
20610,hope i win it,,0
20611,not much fam just woke up still drowsy lol,,-1
20612,whats up fam,,0
20613,hello hello how is it going fam,,0
20614,hi thanks for the info,,0
20615,fabulosa   and  here,,0
20616,welcome everyone,,0
20617,yo,,0
20618,hi fam,,0
20619,wait for it fam hopefully the team can set it up for you asap,,1
20620,ok i created the ticket ty,,0
20621,gm  ,,0
20622,morning people,,0
20623,the team will try to make the process faster,,0
20624,oh,,0
20625, state your case and attach the guru master id number in your ticket  ,,0
20626,it can take time to be recognized,,0
20627,i mean around  hours ago,,0
20628,yesterday,,0
20629,or  deciphered ,,0
20630,and when was your guru letter minted,,1
20631,yes,,0
20632,do you have  woop  enough sol for gas,,1
20633,but its in my wallet,,1
20634,but for some reason its not finding my guru letter,,-1
20635,im trying to send my boho to the retreat,,0
20636,what s going on broho,,0
20637,can you help me with something,,0
20638,    ,,0
20639,congrats on the role,,1
20640,soo,,0
20641,hey fam,,0
20642,l,,0
20643,unfortunately the cutoff has since passed but there will be opportunities to win a talisman as a nonguru boho holder,,0
20644,hello there frens,,0
20645,w,,0
20646, ,,0
20647,gm,,0
20648,gm everyone,,0
20649,gm,,0
20650,gm,,0
20651,gm,,0
20652,gm,,0
20653,have a fab sunday u all,,1
20654,how s it going fam,,0
20655,whats up,,0
20656,yoooo,,0
20657,supppp,,0
20658,indeed if you see the things that they working to deliver quite a lot of stuff,,1
20659,i believe they are reasonable team,,0
20660, ,,0
20661,let s do that then appeal to team,,0
20662,yeah regardless you need to guru master it first,,0
20663,but as far as i know it is missed the cutoff,,0
20664,im still considering to buy cause it will increase the amount of woop i farm,,0
20665,i think you can raise it to team i am not sure how it will be,,0
20666,all good thanks,,0
20667,oh so im  days too late,,0
20668,ah based on the announcement you are not likely to make the deadline coz retreat is  days and the snapshot is  july,,0
20669,this work team never rests they always answer all questions i think we must have patience and trust in the project this is our future,,1
20670,feelin fabulous,,1
20671,im basically asking bc i dont have enough woop to send my boho to a retreat im considering to buy some,,-1
20672,bobohemia,,0
20673,hi,,0
20674,oh ty it was my  try,,0
20675,congrats on your guru message btw,,1
20676,just do it first no mods around to answer this one,,0
20677,finally got a guru letter,,1
20678,hmmm if i start my ayuasca retreat today i still have time to get a fabulosa wl,,1
20679,hello,,0
20680,yo,,0
20681,kindly wait for it  assigning of roles is over the weekends thank you,,1
20682,still missing wl spot from okay bears,,-1
20683,hi,,0
20684,welcome everyone,,0
20685,hii,,0
20686,gm fam,,0
20687,hi,,0
20688,woopwoop,,1
20689,love,,0
20690, ,,0
20691,hi,,0
20692,hello,,0
20693, ,,0
20694,gm everyone,,0
20695,good morning,,0
20696,hey,,0
20697,hello,,0
20698, percent it was a nice fight til the eyepoke,,1
20699,that was an unfortunate ending,,-1
20700,ayoo guys,,0
20701,how we know if the raffle is done from our projects,,0
20702, ,,0
20703,test,,0
20704,gn fox fam,,0
20705,meeee,,0
20706,gm,,0
20707,gn fam,,0
20708,anybody watching the o malley fight,,0
20709,good day all,,0
20710,hey fam basically  july be the snapshot for guru masters then they would airdrop the talisman for  july mint mint should be in sol i believe,,1
20711, ,,0
20712,hi gn,,0
20713,gm,,0
20714,gm  ,,0
20715,gm gif man,,0
20716,gm,,0
20717,im back,,0
20718,heyy,,0
20719,fabulosa    here,,0
20720,gm everyone,,0
20721,yo,,0
20722,hi,,0
20723,hey,,0
20724,enjoy a wl raffle exclusive for bohemia holders  spots one public and another for boho profiles with pfp on twitter  ,,1
20725,gang gang,,0
20726,no,,0
20727,gm,,0
20728,can someone explain me how gonna works  july fabulosa mint i passed some days away from discord,,0
20729,gn,,0
20730,ayo,,0
20731,wassup guys,,0
20732,hi,,0
20733,welcome all to bohemia,,0
20734,gn,,0
20735,gm,,0
20736,thanks    ,,0
20737,gm,,0
20738,hey how are youuu,,0
20739,here too,,0
20740,gm dude,,0
20741,hi,,0
20742,beautiful saturday here,,1
20743,gm,,0
20744,hi how are you ,,0
20745,alright,,0
20746,thank you   ,,0
20747,hi,,0
20748,go check out  and   for fabulosa,,0
20749,welcome to bohemia,,0
20750,hey how are u,,0
20751,hello guys gn,,0
20752,yo,,0
20753,okay thanks   ,,0
20754, you minted,,1
20755,yeah dev ruged as everyone knows and zabra is streaming something trying to explain in the voice,,0
20756,gn,,0
20757,hii,,0
20758,damn real shit,,0
20759,    killer cowboys rugged in case anyone minted   ,,1
20760,hello,,0
20761,hello,,0
20762,hey,,0
20763,it is a very good project and loved by the community its art is original and very outgoing that is what makes it a good project,,1
20764,fabulosa   and  here,,0
20765,heyyo,,0
20766,how is this project ,,1
20767,hey,,0
20768,your welcome mate,,0
20769,okay thanks,,0
20770, and ,,0
20771,how to get wl here ,,1
20772,gm,,0
20773,hello,,0
20774,gm,,0
20775,heyoo,,0
20776,gn,,0
20777,have a good day  ,,0
20778,welcome everyone,,0
20779,gn guys,,0
20780,hello,,0
20781,how s everyone s saturdaysunday going,,0
20782,hello,,0
20783,wass good,,0
20784,quiet here,,0
20785,yo,,0
20786,hey,,0
20787, ,,0
20788,there is nobody here,,0
20789,sup,,0
20790,gm,,0
20791,gm,,0
20792,hi,,0
20793,gm,,0
20794,gm,,0
20795,hey,,0
20796,yaaaaaaaaaaas,,0
20797,oooh i got it,,1
20798,hey,,0
20799,woopwoop,,1
20800,oh ok sir thanks,,0
20801,spam i got rid of it,,-1
20802,wtf,,0
20803,thx tou sir,,0
20804,goodluck fam,,1
20805,welcome fam,,0
20806,hey,,0
20807,hey,,0
20808,gm,,0
20809,gm,,0
20810,so happy i bought the boho dip  any papers looking to sell a boho for  sol,,1
20811,lfg,,1
20812,gm sir,,0
20813,gm,,0
20814,ill do that sir have a great day,,0
20815,continue doing good job fam  ,,1
20816,gm,,0
20817,gm,,0
20818,yes i see i am very active sir xd,,0
20819,thanks and you too,,0
20820,have a good weekend fam,,0
20821,yes theres a chance  ,,1
20822,cool and calm,,0
20823,that if you can get wl being active and collaborative,,1
20824,my best investment,,1
20825,im doing good   and u,,0
20826,what u mean,,0
20827,hw are you doing,,0
20828, so if its true,,0
20829,good day fam,,0
20830,oh ok sir,,0
20831,gm,,0
20832,good day sir,,0
20833,boss,,0
20834,churchdao,,0
20835,check some info here   ,,0
20836,happy sunday and it s also coffee time for me,,1
20837,but wl for what,,1
20838,its a doubt bro,,0
20839,for what,,0
20840,if i am active in the community they give me wl,,1
20841,whats your q,,0
20842,gn,,0
20843,oh nice sir im a little tired but ok i have a question,,0
20844,gn,,0
20845,just woke up fam gonna have my coffee and head out in a bit   and you,,0
20846,gm sir how are you,,0
20847,welcome everyone gm gm gm,,1
20848,welcome,,0
20849,guys,,0
20850,hi from culture dao,,0
20851,yo,,0
20852,gn,,0
20853,hi,,0
20854,absolutely blown away by all of the talent in  first time i ve ever heard any street sing,,1
20855,hehehe brujaaaaa   ,,0
20856,hii,,0
20857,sup,,0
20858,  ,,0
20859,hi,,0
20860,gm,,0
20861,hello welcome   ,,0
20862,hi from neo hunters  ,,0
20863,hi guys,,0
20864,hello there,,0
20865,good luck buddy   ,,0
20866,hope you can get one   ,,0
20867,hi,,0
20868,thank you   ,,0
20869,yes thats the only way you get guaranteed wl,,1
20870,thank you the response really appreciate it so the best thing to do is to get a guru from the floor,,0
20871,some are done some in progress,,0
20872,raffles done,,0
20873,hey there unfortunately you wont have time tomake him a guru because this takes  days and snapshot is on  july,,0
20874,as they said snapshot will be taken  week before the mint so its normally  july,,1
20875,alright appreciate your response but how do we know if the snapshot is taken or not,,0
20876,but not sure if snapshot had been taken,,0
20877,better to buy guru immediately,,1
20878,love the sneek peeks,,1
20879,gm,,0
20880,gm all,,0
20881,gm everyone,,0
20882,gm,,0
20883,just wanted to check if i can still get a bohemia from the floor and make him a guru in time for the fabulosa mint thanks in advance,,1
20884,hi fam hope everyone is well and good,,0
20885,yo guys wtsup,,0
20886,  ,,0
20887,yo,,0
20888, ,,0
20889,you dont need to open tickets its all good we will assign roles soon,,0
20890,dear mods i won from a collab a while ago just wondering is it usually dtc or do we need to open ticket thanks  ,,1
20891,yoo,,0
20892,yo,,0
20893,hello how are you,,0
20894,thanks man,,0
20895,good luck buddy,,0
20896,i will check it,,0
20897,im here to get collab hopefully,,1
20898,i have a project check it if you want in my bio,,0
20899,me too,,0
20900,nice to meet you fam,,0
20901,yeah,,0
20902,your have an arabic name,,0
20903,thats why i asked,,0
20904,morocco,,0
20905,lebanon and you,,0
20906,where are you from btw ,,0
20907,ah okay,,0
20908,no i want to make a collab,,0
20909,you won a wl,,1
20910,just waiting for someone to answer my ticket,,0
20911,great,,0
20912,yep the second collection will mint soon  july,,1
20913,hey gys,,0
20914,gm its night here,,0
20915,is there a mint soon,,1
20916,hello,,0
20917,gm,,0
20918,hello guys,,0
20919,hello,,0
20920,hello,,0
20921,hello guys,,0
20922,hello,,0
20923,h,,0
20924,heyoo,,0
20925,gg,,1
20926,gn,,0
20927,hi,,0
20928,twitter giveaway is up ,,0
20929,hey  ,,0
20930,hi mate,,0
20931,hello mate,,0
20932,hello dude,,0
20933,hello,,0
20934,hii all,,0
20935, hey sir,,0
20936,sol,,0
20937,or woop,,0
20938,is mint with sol,,1
20939,good and you,,0
20940,hry,,0
20941,hey,,0
20942,supp,,0
20943,hey fam,,0
20944,howdey everyone,,0
20945,hii,,0
20946,no  ,,0
20947,so is there a new role on me  ,,0
20948,hi,,0
20949, take care of them in the whale chat was a pleasure  ,,0
20950,   ,,0
20951,hii,,0
20952,hi welcome,,0
20953,yeah for some of them the waiting time is pretty long unfortunately,,-1
20954,working on my forth guru master,,0
20955,hii,,0
20956,but am i wrong it shouldnt take that long fo thet master guru letter to show up its noit the first guru i made but definitely hte longest i have waited,,0
20957,see you opened a ticket,,0
20958,we can look into and make it right fam were not in the business of fucking people over,,-1
20959,mint time june    pm utc,,1
20960, ,,0
20961,please  and lets see what we can doo  ,,1
20962,when did you get the guru letter ,,0
20963,i dont get iti buy a bunch of bottles have them deciphered and finally get a master guru letter so i can send my bohemian on retreat to become a master before the deadine so i can be airdropped a fabulosa but its been  days and still my guru letter isnt recognized at the retreatjust not fair,,-1
20964,you too bro,,0
20965,please check  and ,,0
20966,welcome guys,,0
20967,welcome everyone,,0
20968,have a nice day,,0
20969,hi welcome,,0
20970,hello,,0
20971,hi from coolcat,,0
20972,hello,,0
20973,hello,,0
20974,hello,,0
20975,gm,,0
20976,hey welcome,,0
20977,morning,,0
20978,hi from metararity alphas group,,0
20979,welcome ,,0
20980,i just wanna get wl here,,1
20981,nothing much mate,,0
20982,hii,,0
20983,hey bro,,0
20984,yoo,,0
20985,welcome broho    ,,0
20986,hello,,0
20987,hi,,0
20988,wassup,,0
20989,whats good,,0
20990,hello,,0
20991,yoyo,,0
20992,go on in to holders  area ,,1
20993,hello fams,,0
20994,people are more open minded on the west coast,,0
20995,or desire,,0
20996,im from the midwest and no one here has the ability or balls to do it,,-1
20997,hi,,0
20998,oh god that sounds like a nightmare,,-1
20999,im sorry but i probably would unexist myself  ,,0
21000,imagine doing aya with mgk and megan fox,,0
21001,gn,,0
21002,im back guys,,0
21003,sol,,0
21004,will the mint price will be with woop or solana,,1
21005,gn guys see you all tomorrow,,0
21006,brb shower,,0
21007,if the  was in america,,0
21008, ,,0
21009,but that would be regulated,,0
21010,i live in la every gdamn celebrity here is taking aya and talking about their experience,,0
21011,cheaper too,,1
21012,have a couple guides,,0
21013,maybe cactus from arizona would be more reasonable,,0
21014,of course aya has to be done in company of a shaman,,0
21015,like its dangerous,,-1
21016,i mean it would have to be facilitated really well lol,,1
21017,haha ,,0
21018,thats legit good advice,,0
21019,i just didnt want mod to get pissed,,-1
21020,of course,,0
21021,not about the aya,,0
21022,hahahah,,0
21023,hilarious,,0
21024,bro im trollllllllling,,-1
21025,will the mint price will be with woop or solana,,1
21026,hahahaha now that would be irl utlity,,0
21027,it means talisman will be airdropped to you a week before mint,,1
21028,perfectly legal as well,,0
21029,when you upgraded to guru master,,1
21030,thatd be sick if the devs actually sent you to mexico to do aya,,1
21031,no but more like yes butt,,0
21032,then i guess i have to be nice with you      for the odds to be by my favour haha,,0
21033,no but like what do you mean by that    ,,0
21034,talismans,,0
21035,lmaoo,,0
21036,thanks again,,0
21037,what you the master of   ,,0
21038,kinky,,0
21039,yeah basically,,0
21040,my last question is whats the supply for fabulosa guys,,1
21041,like bdsm stuff you mean,,0
21042,yeah budd im   ,,0
21043,sounds a little sus,,-1
21044,lmao,,0
21045,to be a talisman master,,0
21046,when you send him to retreat yes there will be a visual change,,0
21047,sounds so badass,,1
21048,i see you re the talisman master  ,,0
21049,deadass lol,,0
21050,unless devs also want to fly me out to mexico so i can do aya i will,,0
21051,gm,,0
21052,send him to the graphics artist lol,,0
21053,no wl here for now,,-1
21054,what does that mean,,0
21055,thanks mate,,0
21056,youll need  woop and a guru letter and you need to send him to retreat for  days,,0
21057,what role is wl,,1
21058,ayo,,0
21059,how can i turn my dude into a guru master,,1
21060,still tba ser,,0
21061,whats the mint price,,1
21062,yes,,0
21063,is the mint date  july,,1
21064,cant wait to see them just post in  when are done,,1
21065,yeah guru masters are expensive compared to normal ones,,1
21066,haha the fp is going to be damn high compare to other traits,,1
21067,hello everyone,,0
21068,i ll be sending some couple of stickers and artwork in some couple of days  i hope you ll like them hahaha,,1
21069,you can still make it  if you can buy a guru master from me,,1
21070,well let s all vibe in the meantime,,0
21071,hi from hyperspace,,0
21072,then i guess luck should be with you with the dyno form,,0
21073, ,,0
21074,oops that s sad  ,,-1
21075,holders of guru master only,,0
21076,only holders of guru masters will get the talisman airdrops for each one they hold normal boho wont get one,,1
21077,gates,,0
21078,everyone holders of bohemia will get airdrop the talisman respective of the number you re holdingyeah,,1
21079,lfg,,1
21080,good night guys will see you all tomorrow   ,,0
21081,hello,,0
21082,hello everyone,,0
21083,lfg,,1
21084,oh nice bro whatre you doing,,0
21085,cool,,0
21086,great buddy and you ,,0
21087,just chilling,,0
21088,all good bro,,0
21089,how are yall,,0
21090,all good bro hbu,,0
21091,chilling before work ar the bar,,0
21092,yooooo  welcome fam,,0
21093,yes youre not verified yet,,0
21094,wasssuppp,,0
21095,whats good,,0
21096, hello guy,,0
21097,try to do it again,,0
21098,no the pink means im verified yeah,,0
21099,hey,,0
21100,hey people,,0
21101,maybe my matrica isnt set up anymore,,-1
21102,lfg,,1
21103,it takes few minutes,,0
21104,   lets welcome   to bohemia   ,,1
21105,im not verified ,,0
21106,lfg ,,1
21107,yes,,0
21108,welcome everyone,,0
21109,did you bought a boho ,,1
21110,hi im afraid it will be too late  snapshot will be taken on ,,0
21111,yooo,,0
21112,im verified right   ,,0
21113,yo,,0
21114,yo,,0
21115,wheres holderalpha chat,,0
21116,woopwoop,,1
21117,verify me matrica daddi,,0
21118,im in baby,,0
21119,hello everyone,,0
21120,hello guys may i have wl for fabulosa if i start retreat my guru now,,1
21121,hows everyone,,0
21122,sup guys,,0
21123,still no wl for me,,-1
21124,hii,,0
21125,hey,,0
21126,hi guys,,0
21127,check,,0
21128,hello,,0
21129,hello,,0
21130,brb,,0
21131,imma try it out then,,0
21132,bet,,0
21133,yes sir lately our alpha caller delivered some solid calls  ,,1
21134,is there an alpha chat considering buying in,,1
21135,whats up,,0
21136,sup fam,,0
21137,hii,,0
21138,hi hi,,0
21139,your welcome,,0
21140,ty,,0
