,Chat_msg,sentiment
3790,without wl opportunity havent been and im hoping it happen,1
3791,red congrats mate,1
3792,thanks paapi,0
3793,a,0
3794,hello fam kindly pls,0
3795,lol,0
3796,i have love   i dont have wl,1
3797,thats luck i know hes seeing us all if we dont get it he has his reason maybe we were wrong at some point or so ionno,0
3798,wen wl,1
3799,getting it soon,1
3800,werey       come na red be wl,1
3801,said some day mint is tomorrow   why not today,1
3802,congrats,1
3803,congrats,1
3804,me too hope ill get on board,0
3805,yup,0
3806,then no dy tag me again,0
3807,well just waiting and hoping,0
3808,omg,1
3809,if you insist,0
3810,have some love instead,0
3811,i dont think so,0
3812,lfg,1
3813,i repeat each man his time,0
3814,you ve been whitelisted,0
3815,red,0
3816,why,0
3817,gib wl,1
3818,lots of hope,0
3819,gg,1
3820,that s some whines,0
3821,ok,0
3822,yo what colour is the wl,1
3823,i doubt that really,0
3824,yo guys,0
3825,of course,0
3826,i know  gat me,0
3827,today must have been a very busy day for you  hope you are doing well  thank you for every work you put in this project  i pray i turn purple  purple hugs   i love you both,1
3828,patience fam,0
3829,holla,0
3830,ashley wants og gib ashley og,1
3831,how,0
3832,someday,0
3833,no og even after raidgoodnight,1
3834,i hope to be wl,1
3835,i know right  but i ve been here for like  hours without resting  just vibing and teasing   two people just got og now without even staying  minutes here,1
3836,gib me something,1
3837,youll be fine,0
3838,yo,0
3839,with no wl,1
3840,pumped for tomorrow,1
3841,sure,0
3842,hello guys,0
3843,we super close to mint im pumped up,1
3844,og ser,1
3845,good evening sir,0
3846,make it happen,1
3847,theres hope,0
3848,wen role change for me,0
3849,hii,0
3850,i command me to be wled,1
3851,mooning,0
3852,keep grinding fam,1
3853,hello,0
3854,wen wl,1
3855,not yet my lord   without a golden opportunity here im sad,0
3856,hi,0
3857,that was an awesome thread on twitter  read it and dropped my discord name,1
3858,when wl,1
3859,glad to see that,1
3860,og please i ve done the needed,1
3861,im still here,0
3862,let s goooooooo,1
3863,naah man theres no hope for me a few hrs until mint day and no wl sigh,1
3864,a,0
3865,lmaooo,0
3866,how,0
3867,raided,0
3868,yo,0
3869,yessss,0
3870,sol or nothing,0
3871,thats the wrong supreme being fam,0
3872,yup hbu,0
3873,hi,0
3874,would all get it,1
3875,hours rather,0
3876,lets get it fam,1
3877,good evening sir,0
3878,ngmi fam,0
3879,youre blessed fam,1
3880,ready for the invasion,0
3881,last minute blessings are usually the nest yunno,1
3882,hiii btw,0
3883,hey man,0
3884,og,1
3885,yeah really nice i mist say phewww,0
3886,ratio,0
3887,few mins to mint,1
3888,rest,0
3889,gib me ready for invasion wl is my space ship,1
3890,omg take a look at this,1
3891,a,0
3892,am here pick me,0
3893,pretty good hope youve had a good day,0
3894,bless me too with a gift my lord,1
3895,freaky ass girl,0
3896,og,1
3897,boss  i want to work for the og what am i to do,1
3898,wl is cool by me  wl wl wl wl   notice me,1
3899,so you aint giving me wl,1
3900,byeee,0
3901,been hearing that  been here but  keeps giving others that just arrived hahaha  unlucky me,0
3902,a,0
3903,woahhhhhh,0
3904,a,0
3905,we are mooning tomorrow,1
3906,yeah everyone without wl wants wl so i know,1
3907,omg taake a look at this,1
3908,lol im enehyeh i tag u a lot u should know me,0
3909,lol nice,0
3910,gg,1
3911,wen wl for me bro,1
3912,gib og pls,1
3913,og og  og og  og og  og og  og og,1
3914,im chill you,0
3915,whats the requirements,0
3916,please og,1
3917,glad to see that,1
3918,your mama na deviant bastard,-1
3919,eje give me og nau,1
3920,oh mehn,0
3921,i am ready to work to get the og,1
3922,you know the deviant,0
3923,yes my good sir,0
3924,when purple,1
3925,og og og,1
3926,a,0
3927,bless you,1
3928,need this ration,1
3929,atleast reply me im feeling invisible,0
3930,are u ignis oyaji on twitter,0
3931,how to get og,1
3932,been your attendant is okay by me,0
3933,oh you know,0
3934,hoping for purple,1
3935,hey ash watsup,0
3936,you won die bah,0
3937,thanks dear,0
3938,broo i need am,0
3939,og og,1
3940,yeah i know,0
3941,og is d code,1
3942,mumu,0
3943,thanks dear,0
3944,not bad at all,0
3945,wen wl o,1
3946,a,0
3947,when og idan,1
3948,congrats fam can t wait to get purple too  look my side ser,1
3949,gib me wl,1
3950,when wl me,1
3951,wish i could also be calm feeling hyper active craving og,1
3952,can i please  get wl,1
3953,waoh congratulations,1
3954,you gon get og stay positive,1
3955,i love your color how can i get it,1
3956,every one with an og and wl please make sure you submit your wallet,1
3957,what about mee,0
3958,hey ser,0
3959,but i want to be whitelisted tho,0
3960,u can confirm,0
3961,i want your blessings also,1
3962,heyyo,0
3963,hi,0
3964,lol congrats  i guess  just doesn t like me,0
3965,wen wl,1
3966,im good here my lord  hoping for a luck here   how are you,0
3967,pretty calm,0
3968,and me,0
3969,lfg,1
3970,i was d third to drop raid proof,1
3971,what about mee,0
3972,people without wl can always pick it off public just be ready fam,1
3973,that was an awesome thread on twitter,1
3974,yes  we exchanged ledger,1
3975,i need your wl,1
3976,helll,0
3977,amma keep raiding on twitter until i get og,1
3978,raid done og me please,1
3979,when redddd,1
3980,ok,0
3981,check raids,0
3982,ggg,1
3983,we good mate how are you,0
3984,remember when we met on space,0
3985,wow congrats,1
3986,you cant tell me what to do,0
3987,wen wl,1
3988,congratulations dear i m next,1
3989,i want to be congratulated as well   make that happen please,1
3990,whatsup fam,0
3991,supreme let me serve you,0
3992,please,0
3993,yes,0
3994,have one,0
3995,hope you see me too,0
3996,mind your business dear friend,0
3997,hiii,0
3998,i m out  need to go to bed now  going to bed very sad,-1
3999,thanks ser,0
4000,og baby,1
4001,bye baby,0
4002,ive raided,0
4003,warra moonfish for you,0
4004,did you just get it,1
4005,thanks,0
4006,yup,0
4007,never were different,0
4008,do you see me too   og please,1
4009,even people without wl,1
4010,hii thanks alot,0
4011,god when,0
4012,lfg,1
4013,you didn t tell me,0
4014,iyare,0
4015,please give wl,1
4016,warlock list means what bro,0
4017,cmon wanna do this the easy or hard way,0
4018,ive raided,0
4019,i hope youve your eye on me also,0
4020,how do you do it,0
4021,na my main   i have two wl with  told you already,1
4022,a,0
4023,thats not simping though hes crazy its his problem sha   uhmm  og pls,1
4024,go ask your papa weyrey,0
4025,guys please dont forget to submit your wallet in  everyone has to submit even if youve submitted it before,1
4026,gggg,1
4027,a,0
4028,let find favor here i beseech my lords,1
4029,a,0
4030,chai,0
4031,wow,0
4032,i want to be congratulated also,1
4033,do you see me too,0
4034,when og,1
4035,another acc,0
4036,how many you go even mint,1
4037,brooooo,0
4038,gg,1
4039,wen wl,1
4040,i hope u see me too,0
4041,congrats,1
4042,ah,0
4043,notice me too,0
4044,you look like it,0
4045,lfg,1
4046,paint it,0
4047,lol,0
4048,have you,0
4049,hello guys,0
4050,the best artist i know og please,1
4051,how am i not wl ed by now,1
4052,leave him let him simp,0
4053,i dont like my current colour,0
4054,l,0
4055,warlocks,0
4056,please see me too,0
4057,thats what i did all day,0
4058,gggg,1
4059,hey,0
4060,disgusting,-1
4061,if i be the mod i no go gib you og werey,1
4062,lol,0
4063,l,0
4064,only loser quit  right,0
4065,please consider me for a wl please,1
4066,what abt me,0
4067,have u rested today,0
4068,time to give up right,0
4069,sabinus lmao,0
4070,am i too late to be red,0
4071,og role please,1
4072,tf,0
4073,raid done and proof sent   og or og,1
4074,done,0
4075,og please my lord supreme  make me og i will worship you forever as my lord,1
4076,wen og,1
4077,lfg,1
4078,gg,1
4079,a,0
4080,wen og i raided,1
4081,hey,0
4082,hola,0
4083,id be really happy if i got the red you have,1
4084,a,0
4085,claim this ratio,0
4086,how i wish i could claim mine now,0
4087,wl me i always raid on twitter,1
4088,supreme being,0
4089,man less than  to mint yo,1
4090,your name,0
4091,okay,0
4092,gib red so i can claim,1
4093,og please  this arts are too beautiful i am so  obsessed with this project  i want to be a long term holder  please make me og i want to part of this family forever,1
4094,hey space warlock supreme hows the family ser,0
4095,yeah,0
4096,wen red,1
4097,gimme so i can claim,1
4098,when wl,1
4099,wen red,1
4100,i can not submit my address,-1
4101,he meant   right,0
4102,wen purple,1
4103,raid for wl if you new,1
4104,a,0
4105,wen wl,1
4106,done sincee,1
4107,hi,0
4108,wen red,1
4109,still wondering,0
4110,thabkf or wl,1
4111,i have been tagging you for help,0
4112,go and raid the most recent tweet,0
4113,a,0
4114,done ser,0
4115,mint,1
4116,raid raid raid raid raid,0
4117,i need red out of no where,1
4118,wen wl,1
4119,wen wl,1
4120,use,0
4121,hey,0
4122,hows it going,0
4123,wen og,1
4124,yo,0
4125,just be active,0
4126,is locked can t send proof,-1
4127,raided already  done everything you want  what else again,0
4128,i am there  but it cant load again,0
4129,how to claim wl,1
4130,nah you post it here,0
4131,happy to be here,1
4132,yo thanks man,0
4133,a,0
4134,a,0
4135,use,0
4136,pls wl me,1
4137,please where will i post prove of the tweet,1
4138,a,0
4139,please open up,1
4140,i cant post proof there,0
4141,wl me i cook and clean lol,1
4142,hey all,0
4143,look my way sir,0
4144,im being mocked  for not having a red color name,0
4145,what,0
4146,wen og,1
4147,a,0
4148,i partially agree,0
4149,lfg,1
4150,when will l get mine,1
4151,super pumped,1
4152,og so i can mint,1
4153,okay,0
4154,is locked,0
4155,hey mate,0
4156,each man his time,0
4157,lfg,1
4158,notice me,0
4159,super pumped,1
4160,wen wl,1
4161,raid done,0
4162,still waiting to be whitelisted,0
4163,not red yet,0
4164,when red,0
4165,locked please open up,1
4166,hello,0
4167,make sure they all tagging them influencers and not just commenting,0
4168,i can not submit pls help me  i have been trying it all day,-1
4169,testing,0
4170,congratulations,1
4171,hyped for mint,1
4172,raided og pls,1
4173,yes,0
4174,i ve claimed on mercury  can i get og,1
4175,let draw blood,0
4176,go to mercury labs site,1
4177,hey,0
4178,youve wl already,1
4179,hmmmm i will go with your flow then soon it is,0
4180,hello,0
4181,talking about the raid announcement but nevermind,0
4182,we red,1
4183,when red,0
4184,is locked,0
4185,i love red color,1
4186,need og so bad,1
4187,pls help i cant submit my address it is not loading,-1
4188,soon,0
4189,when wl sir,1
4190,someone just got og now  i ve been here since afternoon my time  it s past bed time already  and still haven t gotten anything  lol guess i m not doing the right thing  it s been fun with you all though,1
4191,where i go see wl,1
4192,ive done d raid,1
4193,bot yi fe shofo abi,0
4194,wen og,1
4195,red me,0
4196,hold,0
4197,supreme when me,0
4198,wen og,1
4199,red me,0
4200,wl for me,1
4201,hello,0
4202,yes bro i did  immediately i saw the color change,0
4203,mohammed,0
4204,bless me with wl,1
4205,is locked,0
4206,gm,0
4207,wen og,1
4208,lfg im red,1
4209,claim your whitelist on mercury guys or give your spot to me,1
4210,bitch ass nigga,-1
4211,its sydney,0
4212,hi,0
4213,dont fade space warlock and dont paperhand anon,0
4214,maybe im due for og level  isnt a joke,1
4215,og for me then,1
4216,carryon,0
4217,go to  den,0
4218,post in,0
4219,done,0
4220,purpleee,0
4221,wen wl,1
4222,whats popping,0
4223,i dont have it yet,0
4224,i have been trying to submit my address but i cannot,-1
4225,man s down bad,0
4226,please the  is not opened for us to drop proof for og raid on twitter,1
4227,can t post in,0
4228,wl me plith,1
4229,hmm,0
4230,if it shows wl obtained your re good to go,1
4231,l,0
4232,easy for me moh,0
4233,gimme wl so i can submit my address,1
4234,marsh,0
4235,spacewarlock this name is too sweet to rug,1
4236,take a look at me ser purple will look good on me,0
4237,i need red,1
4238,how can we post proof at,0
4239,task exceuted,0
4240,hold,0
4241,mercury,0
4242,wen red pls,1
4243,a,0
4244,get me red,1
4245,blz bless me,1
4246,wen purple,1
4247,hiii fam,0
4248,hello,0
4249,someone tab   wallet submission channel,1
4250,im good,0
4251,me too   before submission closes,0
4252,okay,0
4253,wen,1
4254,omo,0
4255,done  i ve been raiding,1
4256,how are you doing,0
4257,make my day,1
4258,good evening everyone,0
4259,my wife is gonna leave me if you dont make me red,0
4260,raid mfs,0
4261,i read the thread on twitter they said we should join for wl,1
4262,wen meeeee,1
4263,where can i post the raid screenshot,1
4264,pls bless me,1
4265,when will you see me,0
4266,wen red,1
4267,space warlock gbemi trabaye,0
4268,bless me supreme being,1
4269,hello,0
4270,take a look at me too,0
4271,congratulations   me next,1
4272,hi guys,0
4273,i have done that already,0
4274,have claimed when og,1
4275,see me too,0
4276,bby,0
4277,where wl iggy,1
4278,wl me blzzzs,1
4279,pls wl me thanks,1
4280,did you update on mercury buddy,0
4281,alright,0
4282,let s go,1
4283,enough funds to might,0
4284,i see you buddy,0
4285,am good,0
4286,when me,0
4287,suree  keep tagging,0
4288,wen wl me,1
4289,kozuki from mikes channel,0
4290,a,0
4291,i just tweeted my discord id as instructed wen red,1
4292,gg,1
4293,how are you doing,0
4294,take a look at me blzz,1
4295,how can i get wl,1
4296,done,0
4297,they just gave me now haha  i m happy,1
4298,evening everyone,0
4299,hi guys,0
4300,og plss,1
4301,pls wl me thanks i love you,1
4302,welcome,1
4303,hello,0
4304,a,0
4305,thanks man haha,0
4306,red me,0
4307,wl me so i can claim too,1
4308,hello,0
4309,og please,1
4310,done donee,0
4311,ikr  excited for the mint tomorrow cus i m pumped,1
4312,id appreciate a color change too,0
4313,done we are changing the narrative yo,0
4314,a,0
4315,winning is inevitable don t give up fams lfggg,1
4316,when red,0
4317,omo,0
4318,everyone who has wl should claim on mercury before trying to get og don t lose out on both,1
4319,i want wl,1
4320,lfg,1
4321,guys please dont forget to submit your wallet in  everyone has to submit even if youve submitted it before,1
4322,wen wl,1
4323,wen wl,1
4324,thanks in advance,0
4325,make me red please,1
4326,now all my girlfriends are not gon leave me  big ups,0
4327,wen red,1
4328,a,0
4329,lol who s this,0
4330,am i og yet,1
4331,are you red fam    please make   red,1
4332,closing soon ur last few minute guys go to mercury,1
4333,im super bullish that i wanna mint more than    and,1
4334,hii,0
4335,just take a look at me blzz lfgggg,1
4336,thanks    god bless y all,0
4337,please locate me with the blessing,1
4338,you stole my pfp and my colour,0
4339,lfg,1
4340,ok thanks,0
4341,lfg,1
4342,lets go,1
4343,moon,0
4344,congrats,1
4345,a,0
4346,og,1
4347,gm,0
4348,thanks bud,0
4349,here for it,1
4350,og pls,1
4351,just being hopeful i hope we get wl,1
4352,nigeria time,0
4353,let s goooo,1
4354,obtained,0
4355,im ready use me,0
4356,sheeeeeesh we invading soon sw,0
4357,my girlfriend,0
4358,just being hopeful,0
4359,wow so many reds guess im still the only one on grey,1
4360,sir pls gib wl legend   lfggg,1
4361,lfg,1
4362,wouldnt mind an og role mhen would love to mint,1
4363,a,0
4364,og lets go,1
4365,dont forget to claim wl at,1
4366,is that how it works,0
4367,lol,0
4368,lfg,1
4369,hyped for tomorrow,1
4370,heyyyyyyyyy baby,0
4371,please i wanna to be a holder   please make me purple,1
4372,lets gooooooooo,1
4373,yeah fam,0
4374,gn guys how are you,0
4375,yh,0
4376,luck locate me,0
4377,how d you get og,1
4378,everyones red,0
4379,this  babe    focking child,-1
4380,let s have a raid for og and wl,1
4381,og,1
4382,hey,0
4383,winning is inevitable,0
4384,check the   its been stated there,0
4385,let me on the space ship,1
4386,luck get to me pls,1
4387,i appreciate this  hopefully i get one too,1
4388,a,0
4389,a,0
4390,have you guys seen the latest announcement  check that sht out,0
4391,so i ve been here and you just got here and got the og immediately  cool,1
4392,wagmi guys we gonna get wled,1
4393,not bad just the usual,0
4394,how are you,0
4395,congratulations mate i m next,1
4396,yayyyyayy,0
4397,okay fam,0
4398,minting right,1
4399,wen og,1
4400,lfggg,1
4401,chats popping tonight glad to see that,0
4402,og me pls,1
4403,hello guys,0
4404,i am  pls what time is mint,1
4405,wen wl,1
4406,hooooooooold,0
4407,kindly bless me with og you are my crush forever,1
4408,i m off to mercury,1
4409,lfggggg,1
4410,og will make me happy zetsu,1
4411,been good you,0
4412,wen red please,1
4413,congratulations,1
4414,meee,0
4415,pretty chill,0
4416,heyyyyyyyyy congratulations to everyone purple,1
4417,wah you mean,0
4418,og baby,1
4419,glad to see that,1
4420,make my day,1
4421,lfg,1
4422,congrats,1
4423,i ve been good  wbu,0
4424,congrats,1
4425,glad to hear that,1
4426,i of course,0
4427,thanksssss,0
4428,wow  how did you get it,1
4429,hello,0
4430,howve you been,0
4431,meee,0
4432,lol cant reach you man come closer,0
4433,its buzzing here,1
4434,i love you,0
4435,still no og,1
4436,always sneaking in like this,0
4437,the vibe is back love to see it,1
4438,goodluck with your mint tomorrow,1
4439,i m out,0
4440,me,0
4441,missed ya,0
4442,whats up fam,0
4443,pls wl me,1
4444,whos hyped,0
4445,wen wl me,1
4446,hiii,0
4447,several people are typing lfg,0
4448,pls wl me,1
4449,pass me your color quick,0
4450,like me tooo,0
4451,idolooooo,0
4452,wagmi,1
4453,sheeeeesh,0
4454,congratulations,1
4455,blessings,1
4456,wen wl,1
4457,wen red,1
4458,lets gooooooooo,1
4459,no be life be this,0
4460,sorry boss,0
4461,tomorrow we invade,0
4462,bless me,1
4463,dang,0
4464,gib og to those who will hold till the end like me,1
4465,hes got something for you,0
4466,hey baby,0
4467,gimme ur red  im satisfy,1
4468,hold gapey,0
4469,be like no red for me,0
4470,hiii long time,0
4471,wen red,1
4472,hi,0
4473,wen purple,1
4474,i dy hold o,0
4475,meant before listing,0
4476,yo yo,0
4477,i need og i have  sols to mint all,1
4478,wen red,1
4479,wen wl,1
4480,og will surely make my day,1
4481,you could bless me,1
4482,sellout before mint wys bro,1
4483,wen red,1
4484,og,1
4485,a,0
4486,i want wl,1
4487,hi,0
4488,purple pleeeeeeessssssseeeeeeee,1
4489,same,0
4490,wen red,1
4491,dont clamour for red if you have no plans of minting  remember sell out before listing,1
4492,i want wl,1
4493,idolo youre here,0
4494,og please   wanna mint more,1
4495,i have no art but i ll keep your art close to my heart gib og,1
4496,hello,0
4497,og my lord,1
4498,wanna mint,1
4499,wen wl,1
4500,og role plss,1
4501,lol who doesnt wanna mint more,1
4502,og please   wanna mint more,1
4503,wl blz,1
4504,i know hes still going to dash out purple role tonight im sure of it but i want you to reserve one for me,0
4505,og please   wanna mint more,1
4506,hold,0
4507,wen og,1
4508,og,1
4509,im the only one left,0
4510,i want wl sir,1
4511,og please   wanna mint more,1
4512,i want red,1
4513,he s trynna give the people without wl first,1
4514,wl please,1
4515,thanks,0
4516,im seriously excited too mintwink wink,1
4517,og please,1
4518,thank youu,0
4519,purple,0
4520,daddy og role,1
4521,og please,1
4522,purple,0
4523,gm,0
4524,im crying,0
4525,i want red,1
4526,hes not even responding,0
4527,he s asking,0
4528,og please,1
4529,rank,0
4530,man,0
4531,og timo,1
4532,lmao,0
4533,patiently waiting to turn purple,1
4534,yayyyyy,0
4535,bless me with the wl role sir,1
4536,og please,1
4537,notice me too,0
4538,hi   youre welcome mate youre arts are amazing,1
4539,i joined a long time ago with plenty activity  i m on level  too,1
4540,hello,0
4541,nah dont do dat,0
4542,please og,1
4543,congratulations,1
4544,og please,1
4545,og please,1
4546,i would look good in red im sure,0
4547,wow thank you,0
4548,daddy no room for og again,1
4549,lol but im here and active please og role me please,1
4550,hello mates,0
4551,please grant me my wish before i go to bed  been here since the sun was shining over here,1
4552,wl me captain supreme being,1
4553,me too,0
4554,i want red please,1
4555,super excited  thanks,1
4556,day one fan yea,0
4557,og please,1
4558,yeahhh had issues with phone my discord always acting up are you saying no wl now,1
4559,a,0
4560,congrats man,1
4561,og,1
4562,ogggggggh,1
4563,with my level and activities i deserve an og,1
4564,og please,1
4565,hi,0
4566,i have been here long too,0
4567,a,0
4568,goo few minutes left,0
4569,see me please,0
4570,waiting,0
4571,i need red,1
4572,og please,1
4573,let me on the space ship captain,1
4574,cause you just got here buddy,0
4575,hello mate,0
4576,og please,1
4577,wen red me,1
4578,my girlfriend is also counting down,0
4579,im here,0
4580,with my current level dont i deserve an og,1
4581,yeah,0
4582,pls og,1
4583,not me,0
4584,og please,1
4585,you promised me,0
4586,a,0
4587,wl please,1
4588,what about og,1
4589,a,0
4590,og please,1
4591,first son,0
4592,you joined long ago but no activity,0
4593,wanna moon together,1
4594,im not,0
4595,remain me ser,0
4596,lfg,1
4597,i want to be purple please,1
4598,daddy no room for og again sir,1
4599,a,0
4600,madam go and sleep,0
4601,i am not,0
4602,im not wl yet,1
4603,og please,1
4604,TRUE,0
4605,a,0
4606,thank u im bullish lfg,1
4607,hello fam,0
4608,am here,0
4609,og me supreme,1
4610,i think giving me wl would be easier tbh,1
4611,og please,1
4612,lol,0
4613,just one more ogpleadingface,1
4614,gimme og,1
4615,wen wl plz,1
4616,thank you so much sir,1
4617,yes tell him,0
4618,yeah seems so now og,1
4619,wait what,0
4620,u wanna give me og,1
4621,you promised me og it s late here and i have to go to bed soon,1
4622,og please,1
4623,thanks sir,0
4624,make the magic work,1
4625,granted see you with ur own warlock pfp soon,0
4626,remain me,0
4627,thank,0
4628,fr,0
4629,og please,1
4630,looks like everyone is wl already,1
4631,leggggooo thank you,1
4632,i don t want to loose them all that why i need you,0
4633,og please,1
4634,a,0
4635,what about me,0
4636,how are you guys,0
4637,wagmi,1
4638,bless me with wl sir  thank you sir,1
4639,nice to have you sir your arts are super amazing,1
4640,im ok with red      ill marry space warlock,1
4641,og please,1
4642,when og,1
4643,purple please  to update my submission,1
4644,daddy you never respond to me,0
4645,i don t know why but waiting on you sir,0
4646,a,0
4647,a,0
4648,remember to submit your wallet,1
4649,congrats bro,1
4650,now but u owe me tomorrow summon ur warlock,0
4651,am so happy,1
4652,the purple color is so beautiful,1
4653,you have lots of girlfriends stick to one,0
4654,not to my girlfriend,0
4655,gimme purple i love you for real,1
4656,soon mate,0
4657,og please,1
4658,lol bruh same as me bro,0
4659,i believe ill get the opportunity to submit address soon too,1
4660,watch,0
4661,evening sir we all are super exited to mint    but i need wl blessing sir,1
4662,my daddy,0
4663,a,0
4664,red me please,1
4665,purple before it closes    or i loose my girlfriendsssss,1
4666,og please,1
4667,og,1
4668,ggg,1
4669,i wish to get my hand on a,1
4670,wagmi lfg,1
4671,yoh my mannn,0
4672,why buddy,0
4673,how are you guys,0
4674,og please,1
4675,og,1
4676,a pleasure,0
4677,yhhhh lot of stuffs in stock,1
4678,thank you,0
4679,still grey,0
4680,hello,0
4681,you think i can become purple soon,0
4682,og please,1
4683,absolutely keep going,0
4684,i really did appreciate this sir,1
4685,bless me with og ser,1
4686,lets see the magic,1
4687,bruh  they won t know what hit them,0
4688,thank you,0
4689,daddy have og role closed,1
4690,og please,1
4691,please wen rex,1
4692,yessss budddy  trusting the process        lfg,1
4693,we taking solana by storm,1
4694,give me purple boss,1
4695,i wanna submit for og man,1
4696,thanks,0
4697,abracadabra im red,0
4698,you the artist right,0
4699,this is so funny,0
4700,og please,1
4701,hi,0
4702,thank you,0
4703,congratulations,1
4704,gooo the gap closing in,1
4705,congrats,1
4706,fr man,0
4707,submit your addresses on mercury closing soooooon,1
4708,congrat,1
4709,a,0
4710,please wen red,1
4711,og please,1
4712,always welcome,0
4713,my girlfriend said i shouldn t come home without a purple,0
4714,a,0
4715,tomorrow we invade,0
4716,congrats dear,1
4717,youre red congrat,0
4718,wow thank you so much sir,1
4719,hiii,0
4720,og please,1
4721,congratulations,1
4722,no no not only me its teamwork mate were all in this together,0
4723,thanks mannnn super excited,1
4724,og will make me sleep good,1
4725,i hope so too buddy,0
4726,i ll do that for an og man,1
4727,yours will come to,0
4728,u were luccky guys i was grind hard to get wl months ago,1
4729,thank you,0
4730,hoping that something can be done about it,0
4731,aye that would work too,0
4732,congratulations to them all wagmi   bullish lfg,1
4733,my daddy is cooking,0
4734,how far guys,0
4735,im not part,0
4736,told you,0
4737,congrats,1
4738,or create a bouncing castle around the building,0
4739,yea,0
4740,i need og desperately,1
4741,an og please,1
4742,lmao,0
4743,timo the man behind all this madness kudox to you bro,0
4744,wen  for wl,1
4745,yes sir,0
4746,thanks a lot,0
4747,congratulations to new red members,1
4748,is that so,0
4749,lets keep pushing,1
4750,a,0
4751,break the building you plan to jump off of,0
4752,sure,0
4753,thank you for the kind words,1
4754,im not red yet,0
4755,hiiiiii,0
4756,hey mate,0
4757,whoaaaaaa,0
4758,congratulations,1
4759,wen red,1
4760,thank mate,0
4761,you know what you have to do to avert that,0
4762,congrats fam,1
4763,dont forget me,0
4764,thank youuu im red,0
4765,og or ill go,1
4766,wait il check on it,0
4767,a,0
4768,chill you re gonna get it,0
4769,wen og,1
4770,og me daddy,1
4771,thank you,0
4772,fan art for space warlock,1
4773,wen og idolo,1
4774,i love red color,1
4775,gray,0
4776,evening,0
4777,congrats,1
4778,kindly wl me,1
4779,mate would u want to check my arts,0
4780,a,0
4781,wen red,1
4782,hehe please don t,0
4783,purple,0
4784,daddy wen purple,0
4785,purple,0
4786,hello,0
4787,now mate now go go,0
4788,sure fam,0
4789,welcome my boss,1
4790,dem kala my head,0
4791,gib wl or i jump of a building,1
4792,lfgggg,1
4793,purple,0
4794,hey there,0
4795,thanks,0
4796,hello,0
4797,rest,0
4798,go grab ur warlock hodl and lets buidl together,1
4799,how long did it take u to complete all the arts,1
4800,please purple    i have been here for a while now,1
4801,a,0
4802,im red,0
4803,when purple,1
4804,to the moon,1
4805,lfg ooooo,1
4806,please make me red,1
4807,wagmi,1
4808,straight up mooning,1
4809,weyrey,0
4810,a,0
4811,soon eat  tomorrow has something for us,0
4812,lfg,1
4813,please give me purple  i need to update my wallet submission,1
4814,a,0
4815,when wl,1
4816,make me red,0
4817,youre already,0
4818,wen wl me,1
4819,wen og sir,1
4820,nah i m looking at  bro,0
4821,hi,0
4822,lol,0
4823,i need help man,0
4824,who you,0
4825,when will be red like others ser,1
4826,yoo,0
4827,meeeeeee,0
4828,am not red yet,0
4829,i know im next for wl,1
4830,lfg,1
4831,how are you doing timo,0
4832,wen,1
4833,i don die,0
4834,i need it wanna feed my family,1
4835,reeedd friend goo,1
4836,fp tomorrow  whos with me,0
4837,og please,1
4838,we are all with you,0
4839,nnubia peter uchechukwu,0
4840,i will if i get a spot,0
4841,im gonna be lucky i believe,0
4842,look at me,0
4843,og sir,1
4844,nice work,0
4845,everywhere is red i would love to be a part of this color too sir let celebrate  with this sir,1
4846,give me red  i love you,1
4847,red all the way,1
4848,nice looks,0
4849,smiles,0
4850,holla,0
4851,if u canthen og me,1
4852,yes ooo wl,1
4853,lfg,1
4854,i want og ser,1
4855,funny question,0
4856,can you see me  please purple,1
4857,wen red lfggggg,1
4858,why cant wl be,1
4859,hi supreme being would you please make my day supreme,1
4860,boss og me,1
4861,remember to submit your address on mercury right now  this is the last chance to do that,1
4862,og please,1
4863,ikr,0
4864,wen og please,1
4865,happy asf,1
4866,where do you stay,0
4867,thanks brother,0
4868,boss  do you still consider me,0
4869,og me boss  thanks i love you,1
4870,im the only one not on red,0
4871,thank you so much sir really appreciate,1
4872,happy asf,1
4873,i give it to you mate   but then not red yet so pained,0
4874,make tomorrow green no be as here just dey red lol,0
4875,whoa lfg,0
4876,you havent seen me,0
4877,this colour is making my wife angry  and,0
4878,yo  wen wl for loyal follower blz,1
4879,timo is the goat,0
4880,can u see me,0
4881,lfg,1
4882,sure u need to go through for tomorrow go submit mate,0
4883,evening b,0
4884,ayee lfggg  great work buddywe re gonna make history tomorrow,1
4885,og role please,1
4886,warra og role for you,1
4887,wen,1
4888,when wl,1
4889,is there any better project than this,1
4890,i m looking,0
4891,a,0
4892,congrats to me,1
4893,wen og,1
4894,he sure is,0
4895,congrats man,1
4896,hello,0
4897,welcome boss,1
4898,look at me one last time please ser,0
4899,make e just cook,0
4900,the entire solana ecosystem should be ready to welcome your artistic greatness,1
4901,daddy no room for og again,1
4902,yo web wl,1
4903,hi,0
4904,wow thanks to the team,1
4905,lfg,1
4906,yo,0
4907,give please,1
4908,thanks baby,0
4909,my boss,0
4910,a,0
4911,a,0
4912,i wanna submit mine for og bro,1
4913,whoa the best project i have ever seen,1
4914,yes i want to bless him,1
4915,a,0
4916,thanks   youre the supreme best,1
4917,hold,0
4918,a,0
4919,welcome,1
4920,boss your not replying me,0
4921,ode ni e,0
